Front	Back	Tags
[개념 구별] 민간의 상업적 구매행위의 특성에 대한 설명으로 옳은 것은?<br><br>① 상업적 구매는 이익 창출을 위해 구매목적물을 확보하는 행위로, 거래적 행위에 초점을 맞춘다는 특징이 있다.<br>② 상업적 구매는 공공조달과 실행 재원, 법규 적용 범위가 동일하다.<br>③ ESG경영의 확산으로 상업적 구매는 공공조달과 본질적으로 동일한 행위가 되었다.<br>④ 상업적 구매의 책임은 행정적 책임과 경제적 책임을 동시에 부담하는 데까지 확장된다.	<b>정답</b>: ① 상업적 구매는 이익 창출을 위해 구매목적물을 확보하는 행위로, 거래적 행위에 초점을 맞춘다는 특징이 있다.<br><br>상업적 구매는 기업 이익 추구를 위한 거래적 행위이며, 공공조달과는 수행 목적·법규 적용 범위·실행 재원·관리감독·책임 측면에서 구분된다.<br><br><b>근거</b>: 민간의 상업적 구매는 공급업체를 선정하고, 계약을 체결해 납품받고, 대금을 지급하는 과정보다는 거래적 행위에 초점을 맞춘다는 특징이 있다. 공공조달과 민간조달은 기본적인 수행 목적, 법규 적용 범위와 수준, 실행 재원, 관리감독 기능과 실행, 관리 책임 측면에서 차이점이 있다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제1장-제3절-공공과-민간부문의-구매행위-특성-비교	subject_1 S1.M1.SB3.D1 concept-diff source
상업적 구매행위 특성에서 조심할 선택지는?<br><br>민간의 상업적 구매행위의 특성에 대한 설명으로 옳은 것은?	① 상업적 구매는 이익 창출을 위해 구매목적물을 확보하는 행위로, 거래적 행위에 초점을 맞춘다는 특징이 있다. — 이익 창출을 위한 확보 행위이자 거래적 행위 중심이라는 서술로 정답이다.<br>② 상업적 구매는 공공조달과 실행 재원, 법규 적용 범위가 동일하다. — 실행 재원과 법규 적용 범위·수준은 공공조달과 민간조달의 대표적 차이점이다.<br>③ ESG경영의 확산으로 상업적 구매는 공공조달과 본질적으로 동일한 행위가 되었다. — ESG는 영리 추구라는 본질에 사회적 책임을 추가로 반영한 것일 뿐 근본적 차이는 유지된다.<br>④ 상업적 구매의 책임은 행정적 책임과 경제적 책임을 동시에 부담하는 데까지 확장된다. — 행정적 책임과 경제적 책임을 동시에 부담하는 것은 공공조달의 특징이며, 민간은 내부 업무 실행과 결과의 책임으로 한정된다.<br><br><b>난이도</b>: 중요	subject_1 S1.M1.SB3.D1 concept-diff trap
[핵심개념] 조직적 구성체계	<b>출제 포인트</b>: 법적인 체계는 「헌법」→「공공조달법」→「공공계약법」→「행정규칙」→「개별 입찰 및 계약조건」 순으로 구체화, 세분화된다.<br><br><b>문제 연결</b>: 법적체계는 상위의 일반규범에서 하위의 개별조건으로 내려가며 구체화된다. 「공공조달법」이 「공공계약법」보다 상위에 온다는 순서를 뒤집는 것이 전형적인 함정이다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제1장-제4절-공공조달의-법적체계	subject_1 S1.M1.SB4.D1 box-blank concept
[박스 빈칸] 다음은 공공조달의 법적체계이다. ( ㄱ )과 ( ㄴ )에 들어갈 내용으로 옳은 것은?<br><br><div style='border-left:3px solid #6f8f73;padding-left:10px'>「헌법」 → ( ㄱ ) → ( ㄴ ) → 「행정규칙」 → 「개별 입찰 및 계약조건」<br><br>법적인 체계는 위와 같은 순서로 구체화, 세분화된다.</div><br><br>① ㄱ: 「공공조달법」, ㄴ: 「공공계약법」<br>② ㄱ: 「공공계약법」, ㄴ: 「공공조달법」<br>③ ㄱ: 「행정절차법」, ㄴ: 「공공조달법」<br>④ ㄱ: 「공공계약법」, ㄴ: 「지방계약법」	<b>정답</b>: ① ㄱ: 「공공조달법」, ㄴ: 「공공계약법」<br><br>법적체계는 상위의 일반규범에서 하위의 개별조건으로 내려가며 구체화된다. 「공공조달법」이 「공공계약법」보다 상위에 온다는 순서를 뒤집는 것이 전형적인 함정이다.<br><br><b>근거</b>: 법적인 체계는 「헌법」→「공공조달법」→「공공계약법」→「행정규칙」→「개별 입찰 및 계약조건」 순으로 구체화, 세분화된다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제1장-제4절-공공조달의-법적체계	subject_1 S1.M1.SB4.D1 box-blank source
조직적 구성체계에서 조심할 선택지는?<br><br>다음은 공공조달의 법적체계이다. ( ㄱ )과 ( ㄴ )에 들어갈 내용으로 옳은 것은?	① ㄱ: 「공공조달법」, ㄴ: 「공공계약법」 — 「헌법」 다음에 「공공조달법」, 그다음 「공공계약법」이 오는 순서로 정답이다.<br>② ㄱ: 「공공계약법」, ㄴ: 「공공조달법」 — 「공공계약법」과 「공공조달법」의 순서가 뒤바뀌었다.<br>③ ㄱ: 「행정절차법」, ㄴ: 「공공조달법」 — 법적체계의 단계에 「행정절차법」은 제시되지 않는다.<br>④ ㄱ: 「공공계약법」, ㄴ: 「지방계약법」 — 「지방계약법」은 해당 단계 구분에 제시된 항목이 아니며 순서도 맞지 않는다.<br><br><b>난이도</b>: 함정	subject_1 S1.M1.SB4.D1 box-blank trap
[핵심개념] 공공조달 기본 원칙	<b>출제 포인트</b>: 공통적으로 채택하고 있는 공공조달의 기본원칙은 투명성(Transparency), 비용 대비 가치(VFM: Value For Money), 경쟁성(Competitiveness), 차별 금지와 동등한 대우(Non-discrimination and Equal Treatment), 책임성(Accountability)이다.<br><br><b>문제 연결</b>: 기본원칙 5가지는 투명성, 비용 대비 가치(VFM), 경쟁성, 차별 금지와 동등한 대우, 책임성이다. 위험관리는 OECD 12대 실행원칙에 속하므로 기본원칙과 구별해야 한다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제2장-1.1-공공조달-기본-원칙	subject_1 S1.M2.SB1.D1 box-multi concept
[박스 다중선택] GPA·UN·세계은행·OECD·EU가 공통적으로 채택하고 있는 공공조달의 기본원칙에 해당하는 것을 모두 고른 것은?<br><br>ㄱ. 비용 대비 가치(VFM: Value For Money)<br>ㄴ. 차별 금지와 동등한 대우(Non-discrimination and Equal Treatment)<br>ㄷ. 위험관리(Risk Management)<br><br>① ㄱ, ㄴ<br>② ㄱ, ㄷ<br>③ ㄴ, ㄷ<br>④ ㄱ, ㄴ, ㄷ	<b>정답</b>: ① ㄱ, ㄴ<br><br>기본원칙 5가지는 투명성, 비용 대비 가치(VFM), 경쟁성, 차별 금지와 동등한 대우, 책임성이다. 위험관리는 OECD 12대 실행원칙에 속하므로 기본원칙과 구별해야 한다.<br><br><b>근거</b>: 공통적으로 채택하고 있는 공공조달의 기본원칙은 투명성(Transparency), 비용 대비 가치(VFM: Value For Money), 경쟁성(Competitiveness), 차별 금지와 동등한 대우(Non-discrimination and Equal Treatment), 책임성(Accountability)이다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제2장-1.1-공공조달-기본-원칙	subject_1 S1.M2.SB1.D1 box-multi source
공공조달 기본 원칙에서 조심할 선택지는?<br><br>GPA·UN·세계은행·OECD·EU가 공통적으로 채택하고 있는 공공조달의 기본원칙에 해당하는 것을 모두 고른 것은?	① ㄱ, ㄴ — ㄱ(VFM)과 ㄴ(차별 금지와 동등한 대우)은 모두 5대 기본원칙에 포함되므로 정답이다.<br>② ㄱ, ㄷ — ㄷ(위험관리)은 실행원칙에 속해 기본원칙이 아니다.<br>③ ㄴ, ㄷ — ㄱ이 빠지고 실행원칙인 ㄷ이 포함되어 오답이다.<br>④ ㄱ, ㄴ, ㄷ — 실행원칙인 ㄷ까지 기본원칙으로 보게 되어 오답이다.<br><br><b>난이도</b>: 함정	subject_1 S1.M2.SB1.D1 box-multi trap
[핵심개념] 공공조달 실행 원칙	<b>출제 포인트</b>: 공공조달 12대 실행원칙은 투명성, 청렴성, 접근성, 참여, 효율성, 균형성, 전자조달시스템 활용, 역량 개발, 통합, 평가, 위험관리, 책임성이다.<br><br><b>문제 연결</b>: OECD가 2015년 제시한 공공조달 실행원칙은 12가지다. 기본원칙 5가지와 숫자를 혼동하지 않도록 함께 외워두는 것이 좋다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제2장-1.2-공공조달-실행-원칙	subject_1 S1.M2.SB1.D2 numeric concept
[숫자 암기] 2015년 OECD가 발표한 공공조달 실행을 위한 권고방안의 실행원칙은 모두 몇 가지인가?<br><br>① 8가지<br>② 10가지<br>③ 12가지<br>④ 15가지	<b>정답</b>: ③ 12가지<br><br>OECD가 2015년 제시한 공공조달 실행원칙은 12가지다. 기본원칙 5가지와 숫자를 혼동하지 않도록 함께 외워두는 것이 좋다.<br><br><b>근거</b>: 공공조달 12대 실행원칙은 투명성, 청렴성, 접근성, 참여, 효율성, 균형성, 전자조달시스템 활용, 역량 개발, 통합, 평가, 위험관리, 책임성이다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제2장-1.2-공공조달-실행-원칙	subject_1 S1.M2.SB1.D2 numeric source
공공조달 실행 원칙에서 조심할 선택지는?<br><br>2015년 OECD가 발표한 공공조달 실행을 위한 권고방안의 실행원칙은 모두 몇 가지인가?	① 8가지 — 8가지는 실행원칙의 수와 맞지 않는다.<br>② 10가지 — 10가지는 실행원칙의 수와 맞지 않는다.<br>③ 12가지 — OECD 공공조달 권고안의 실행원칙은 12대 원칙이므로 정답이다.<br>④ 15가지 — 15가지는 실행원칙의 수와 맞지 않는다.<br><br><b>난이도</b>: 기초	subject_1 S1.M2.SB1.D2 numeric trap
[핵심개념] 중앙집중형 공공조달	<b>출제 포인트</b>: 중앙집형과 분산형 중 단일 모델을 채택하는 경우는 극히 예외적인 경우이며 대부분 2개 유형의 운영체계를 개별 국가의 공공조달 운영 환경을 고려해 병행 채택하는 병립형 모델을 활용하고 있다.<br><br><b>문제 연결</b>: 단일 모델 채택은 극히 예외적이며, 대부분의 국가는 중앙집중형과 분산형을 병행하는 병립형(Hybrid)을 운영한다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제1장-제4절-공공조달-운영체계-모델	subject_1 S1.M2.SB2.D1 negative concept
[부정형] 공공조달 운영체계 유형에 대한 설명으로 옳지 않은 것은?<br><br>① 중앙집중형은 단일 또는 분야별로 전문화된 국가기관이 국가 내 모든 공공기관의 조달 수요를 전담해 처리하는 형식이다.<br>② 분산형은 공공조달 권한이 부여된 각 조달기관이 자체적으로 조달 실행과 관리를 담당하는 방식이다.<br>③ 실제 각국은 중앙집중형과 분산형 중 하나의 단일 모델만을 채택하는 것이 일반적이다.<br>④ 병립형(Hybrid)은 두 유형의 운영체계를 개별 국가의 운영 환경을 고려해 병행 채택하는 모델이다.	<b>정답</b>: ③ 실제 각국은 중앙집중형과 분산형 중 하나의 단일 모델만을 채택하는 것이 일반적이다.<br><br>단일 모델 채택은 극히 예외적이며, 대부분의 국가는 중앙집중형과 분산형을 병행하는 병립형(Hybrid)을 운영한다.<br><br><b>근거</b>: 중앙집형과 분산형 중 단일 모델을 채택하는 경우는 극히 예외적인 경우이며 대부분 2개 유형의 운영체계를 개별 국가의 공공조달 운영 환경을 고려해 병행 채택하는 병립형 모델을 활용하고 있다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제1장-제4절-공공조달-운영체계-모델	subject_1 S1.M2.SB2.D1 negative source
중앙집중형 공공조달에서 조심할 선택지는?<br><br>공공조달 운영체계 유형에 대한 설명으로 옳지 않은 것은?	① 중앙집중형은 단일 또는 분야별로 전문화된 국가기관이 국가 내 모든 공공기관의 조달 수요를 전담해 처리하는 형식이다. — 중앙집중형의 정의를 정확히 서술한 것이다.<br>② 분산형은 공공조달 권한이 부여된 각 조달기관이 자체적으로 조달 실행과 관리를 담당하는 방식이다. — 분산형의 정의를 정확히 서술한 것이다.<br>③ 실제 각국은 중앙집중형과 분산형 중 하나의 단일 모델만을 채택하는 것이 일반적이다. — 단일 모델 채택은 극히 예외적이고 대부분 병립형을 활용하므로 옳지 않다.<br>④ 병립형(Hybrid)은 두 유형의 운영체계를 개별 국가의 운영 환경을 고려해 병행 채택하는 모델이다. — 병립형(Hybrid)의 정의를 정확히 서술한 것이다.<br><br><b>난이도</b>: 함정	subject_1 S1.M2.SB2.D1 negative trap
[핵심개념] 소액구매	<b>출제 포인트</b>: 유엔(UN)의 경우 소액구매 한도로 5,000달러를 설정했으며, 사전 승인을 받은 경우 최대 1만 달러까지를 소액구매 방법으로 구매할 수 있다.<br><br><b>문제 연결</b>: 소액구매임곗값(MPT)은 기구·국가별로 다르다. UN은 5,000달러(사전 승인 시 1만 달러), 미국 FAR은 국내 1만 달러·국외 3만 5,000달러다. 두 기준을 바꿔치기하는 함정에 유의해야 한다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제2장-3.3-수의계약-및-소액구매	subject_1 S1.M2.SB4.D2 numeric concept
[숫자 암기] 유엔(UN)이 운영하는 소액구매 한도와 사전 승인을 받은 경우의 최대 한도를 옳게 짝지은 것은?<br><br>① 5,000달러 – 1만 달러<br>② 1만 달러 – 3만 5,000달러<br>③ 3,000달러 – 5,000달러<br>④ 1만 달러 – 2만 달러	<b>정답</b>: ① 5,000달러 – 1만 달러<br><br>소액구매임곗값(MPT)은 기구·국가별로 다르다. UN은 5,000달러(사전 승인 시 1만 달러), 미국 FAR은 국내 1만 달러·국외 3만 5,000달러다. 두 기준을 바꿔치기하는 함정에 유의해야 한다.<br><br><b>근거</b>: 유엔(UN)의 경우 소액구매 한도로 5,000달러를 설정했으며, 사전 승인을 받은 경우 최대 1만 달러까지를 소액구매 방법으로 구매할 수 있다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제2장-3.3-수의계약-및-소액구매	subject_1 S1.M2.SB4.D2 numeric source
